address,outgoing_volume_USD,incoming_volume_USD,total_volume_USD,unique_interactions,tx_count,tx_per_hour,active_days,is_large_cluster,interaction_volume_USD,prediction
0x8ff33add88093ad21e735a4366c07e70dcd667bb,2.9482352941176475,5.2941666666666665,8.242401960784314,9,29,2.0714285714285716,48.352546296296296,0,74.18161764705883,0
0xc169853e737a08800c28ba67c2a2de6826730711,69.59882352941177,98.67333333333333,168.2721568627451,10,29,2.230769230769231,101.64386574074074,0,1682.721568627451,0
0xaf46d2f2b13cbe132bed2ecfecde1ef0b4ae9351,3.2507407407407407,8.784615384615385,12.035356125356126,24,40,2.1052631578947367,82.74005787037036,0,288.84854700854703,0
0x0dcd149d8a0bd20305e848dec11e7a568f7b9209,54.2525,95.96464285714285,150.21714285714285,45,76,1.5510204081632653,576.7916087962963,1,6759.771428571428,0
0x5ea458defeb9dedad6f16dd9244d240b44ba9c79,27.819787234042554,32.90560975609756,60.72539699014011,42,88,1.9130434782608696,337.07653935185186,1,2550.4666735858846,0
0x125c459df3e8454b3c90462f5078c34182bd1312,456.3878260869565,422.97227272727275,879.3600988142293,85,360,1.894736842105263,460.3259722222222,1,74745.6083992095,0
0xcc8a4675f8125a27ce0a510bf6cef08e2af27045,10.117222222222223,14.359999999999998,24.47722222222222,7,33,3.6666666666666665,13.93650462962963,0,171.34055555555554,0
0xec1421fc1a7c8ba00ee229e3c2aa9cf8a4c2b8c8,13.59315789473684,25.971666666666668,39.56482456140351,19,31,2.066666666666667,423.9141319444444,1,751.7316666666667,0
0xe4c9521c70388f2c11632032f16c67de15cc7ebc,2837.4739999999997,3815.2149999999997,6652.688999999999,4,9,2.25,1.1322453703703703,0,26610.755999999998,0
0xdd1586eb9ec466f9c88c54e919aee0bfc7c2a7b9,5.53,20.65625,26.18625,21,32,1.7777777777777777,274.1515162037037,0,549.91125,0
0x2c86c726b51af31d4d0681ef98af1bad7fdc2e78,14.315833333333332,18.436,32.75183333333333,6,44,4.4,78.31097222222222,0,196.51099999999997,0
0x55039d5bdf038cb3836b8a011acaa68013544dcd,457.5449425287356,732.5479661016949,1190.0929086304304,43,146,2.0277777777777777,158.70902777777778,0,51173.99507110851,0
0x8b147c4db4e2616c0bacfb29f5c61589bc0de4dc,158.49448529411765,202.98871287128713,361.4831981654048,51,237,1.975,429.3072916666667,1,18435.643106435644,0
0x007a51945e18f279a259b5a1334c2d24569b20f1,522.4633333333334,800.1125,1322.5758333333333,18,50,3.5714285714285716,575.0013194444444,1,23806.364999999998,0
0xd1942d3982946c86b65ae0f34e4ca5475351fd22,32.9925,122.829,155.8215,26,46,1.7692307692307692,84.13674768518518,0,4051.3589999999995,0
0xaa4f9c76cdee0951ccef28b8c132b3ac36270267,7.476785714285714,15.021052631578947,22.49783834586466,8,47,4.2727272727272725,30.21170138888889,0,179.9827067669173,0
0x084134c1cc441059118f09ce074ca6a89ab0342b,625.7888461538462,820.9580952380952,1446.7469413919414,20,47,4.7,575.018287037037,1,28934.93882783883,0
0x9f8af0bef30d33811aedb08f5e642d7b0a176c32,24.7609375,37.86772727272727,62.62866477272728,43,108,1.6119402985074627,309.2032175925926,1,2693.032585227273,0
0x182fcf35d9065375c0c74fccb13dffe912ca83b3,244.77353535353532,406.7165289256198,651.4900642791551,91,319,2.1266666666666665,553.3484259259259,0,59285.59584940312,0
0xf729396befbf6c368e948aec2ff979ae51043840,188.7277272727273,463.84999999999997,652.5777272727273,20,31,3.875,125.27603009259259,0,13051.554545454546,0
0x633aa88112c864e2b9aca7441054948a592e3e79,35.12583333333333,52.106842105263155,87.23267543859649,26,43,1.6538461538461537,367.1334722222222,1,2268.0495614035085,0
0xd0ee76bee5862eaa34809be7473b530f5e53ae1a,144.39613636363637,227.76214285714286,372.15827922077926,30,72,1.7142857142857142,198.7508912037037,1,11164.748376623378,0
0xbac5be3dc5aeff67c24962746317b4fb05580a23,134.64294117647057,198.99826086956523,333.6412020460358,16,56,2.1538461538461537,25.968333333333334,1,5338.259232736573,0
0x4c168738908d4f13c54fa568facb03847e840f07,10.054615384615385,7.338947368421053,17.393562753036438,14,32,1.7777777777777777,189.59033564814814,0,243.50987854251014,0
0xee6b71b0b9e8a2e7a30f3f966a41c8b414d5e2cc,43.39826086956521,120.24305084745762,163.64131171702283,92,220,1.5492957746478873,548.2153356481482,1,15055.0006779661,0
0x657c79bec8dcd761cd5aa8c0419ea59e1515ec1b,14.349191919191918,26.346666666666668,40.69585858585859,56,156,1.6595744680851063,270.29209490740743,1,2278.968080808081,0
0xa99f898530df1514a566f1a6562d62809e99557d,5.170593220338983,22.324117647058824,27.494710867397806,45,152,1.4615384615384615,394.30997685185184,0,1237.2619890329013,0
0x64f127bbd6c0a6de2b517eff44d952fd524d13ad,14.945333333333334,10.88,25.825333333333333,12,27,2.7,198.04894675925925,0,309.904,0
0xeadb0bf6766d9d99ce800ecdca66b374303c380a,52.27722222222222,21.479000000000003,73.75622222222222,9,28,2.8,239.73583333333335,1,663.806,0
0xda18d5e756bce69e463e7e00b23a0a8313dab9b5,8.348,8.867142857142857,17.215142857142858,11,24,2.0,98.08025462962964,0,189.36657142857143,0
0x618bd991b158ce30ecccbbbee2f559370a6dea1e,3.349473684210526,29.246666666666666,32.59614035087719,21,22,1.375,126.03277777777778,1,684.5189473684211,0
0x123317f544d620465d938789656edfcf9699330f,140.9986301369863,218.67122448979592,359.66985462678224,42,121,2.240740740740741,577.3152314814815,0,15106.133894324854,0
0x81544e889021d90b8474b5c665d5ed020142334b,225.31214285714285,394.32125,619.6333928571429,24,44,2.3157894736842106,522.1232175925926,1,14871.201428571429,0
0x99436be04157c939f548abd8e3cae9ce01c7abca,119.45714285714286,128.99384615384616,248.45098901098902,42,122,2.44,577.3392476851852,0,10434.941538461539,0
0xe0074bc80d0c77698d01808f78e23a3a1820b8e1,3.4077777777777776,13.423333333333332,16.83111111111111,10,12,1.5,124.983125,0,168.3111111111111,0
0x77259366ba576cb32c3ccaa211192d276352e3ad,25.090535714285714,81.61176470588236,106.70230042016809,73,236,1.6164383561643836,587.1655902777778,1,7789.26793067227,0
0x65e5071430ad6503364900db11c3309f2e1a122c,13.545169491525423,23.53810810810811,37.08327759963353,74,192,1.6842105263157894,371.0729050925926,0,2744.1625423728815,0
0xd2fd56dc123d1ea0a1d07cbf189663eba7845f2b,422.2835294117647,423.47647058823526,845.76,15,34,3.090909090909091,198.2610300925926,0,12686.4,0
0xb67ca19df4d2f7e31ebf4dc0ff66fce80280914c,31.04562962962963,64.68565217391304,95.73128180354267,85,204,1.6062992125984252,401.4057060185185,1,8137.158953301127,0
0xc4d18fc7d98f204e393a3045ee9073e87c137e8b,109.31720588235294,156.60943396226415,265.92663984461706,45,121,2.0508474576271185,577.3094097222222,0,11966.698793007767,0
0x787513072f5ed215e14f488325a27185ca0bbec9,3.990607843137255,7.9502651515151515,11.940872994652405,450,771,1.4120879120879122,298.54957175925927,1,5373.392847593583,0
0xf6c1cea74322c54e07a85c36119cceda52be184d,24.304444444444446,38.10923076923077,62.41367521367522,24,31,1.4761904761904763,370.09555555555556,0,1497.9282051282053,0
0x11414661e194b8b0d7248e789c1d41332904f2ba,103.29333333333334,129.71045454545455,233.00378787878788,36,58,1.4146341463414633,567.9491666666667,0,8388.136363636364,0
0x584bbb33b6ce22dbb8ba8c3cb02f90a88f88451c,40.259433962264154,66.67507462686568,106.93450858912983,66,173,1.5727272727272728,392.89344907407406,1,7057.677566882569,0
0x12924049e2d21664e35387c69429c98e9891a820,71.0075641025641,83.57798534798535,154.58554945054945,85,584,1.8778135048231512,392.18299768518517,0,13139.771703296703,1
0xf9e8caf6cd6266e47f850756275fee2adcfea169,51.357948717948716,80.72399999999999,132.0819487179487,38,64,1.5609756097560976,406.2624652777778,0,5019.114051282051,0
0xa4ec6c83dee07497d3d715810541e4a666bc9080,543.7625,916.27875,1460.04125,19,36,3.0,575.0005092592593,1,27740.78375,0
0x1134691ad5cddb963df4dd7d391f8ef738ccc1f0,6.269634146341463,16.535526315789475,22.80516046213094,60,120,1.3043478260869565,336.89365740740743,1,1368.3096277278564,0
0xcf7975b9fabc5793c2ca79ac138b35af63474c6f,17.59655172413793,42.861538461538466,60.4580901856764,29,41,2.2777777777777777,188.7967361111111,1,1753.2846153846156,0
0xa8f14ac326b9596eff69c0b3889e8ecc3dd3b3b9,2.373076923076923,7.60825,9.981326923076923,60,118,1.4567901234567902,335.5300810185185,1,598.8796153846154,0
0x470c4462c67a3fab03901b81c0b96909f8330ca6,200.79854166666667,229.23434782608697,430.0328894927536,34,94,1.9183673469387754,550.8151157407408,0,14621.118242753622,0
0x3e9f44209e3217a81f7913a6cd910b9a379a7895,12.196700507614214,19.019225352112677,31.21592585972689,82,339,1.5767441860465117,307.8425925925926,1,2559.705920497605,0
0xb5e0f543f70a735baad0a760f95d5a29843755f5,9.582116935483871,1425.9211111111113,1435.503228046595,809,1001,1.1973684210526316,389.46238425925924,0,1161322.1114896955,0
0x0f93149d54461a783c1517b23974113b89e38241,59.876400000000004,71.31266666666666,131.18906666666666,40,95,1.9791666666666667,577.3108217592593,0,5247.562666666667,0
0xdcb47c166d1d77654fc60840b879c787700de740,18.308235294117647,12.767857142857142,31.07609243697479,10,31,2.3846153846153846,198.05229166666666,0,310.7609243697479,0
0x8cf21305896dc64a8124fa0dce11422cb963b4c6,55.027428571428565,108.08010869565219,163.10753726708074,63,267,2.119047619047619,398.1339351851852,0,10275.774847826087,0
0xf0cb97201fb0b288fb2092b5dc9ff3e45f9d1726,109.26682352941177,154.8668852459016,264.1337087753134,44,146,2.3174603174603177,564.9633449074074,0,11621.883186113788,0
0x19cd3605d3c490b8e6a1538accb45d2a506dde7c,12.86012658227848,21.003529411764703,33.863655994043185,47,130,1.9402985074626866,274.39690972222223,0,1591.5918317200296,0
0xd0b74bae747a7756644b1f453577449055693a6c,165.48083333333332,309.7883950617284,475.26922839506176,82,237,2.0256410256410255,471.54743055555554,0,38972.07672839506,0
0x8a37f0290ae85d08522d2a605617e76128fd0712,335.6005,3841.2026666666666,4176.803166666667,90,195,1.1607142857142858,367.68805555555554,0,375912.285,0
0x96af9925b6b1787e500480b2fbd376b3430e883c,46.77974358974359,86.17272727272727,132.95247086247088,64,122,1.6712328767123288,396.072025462963,0,8508.958135198136,0
0x695073d1086f26ee7cfb68e47b57f5b988461bad,1.1248,3.3615384615384616,4.486338461538462,22,38,1.52,197.86052083333334,0,98.69944615384615,0
0x0a9c2868bec870bde710b7b8c3753ef28afe657c,41.47,38.2025,79.6725,9,15,1.25,88.20618055555556,0,717.0525,0
0x2b5a0be5940b63de1eddccca7bd977357e2488ed,115.77746031746031,188.48247933884298,304.2599396563033,101,310,1.6402116402116402,552.8584143518518,1,30730.25390528663,0
0xa89598e367454d441c966cc06b188cbf36c3e14a,161.62021276595743,232.31727272727272,393.93748549323016,33,80,1.8604651162790697,265.063125,0,12999.937021276595,0
0xbf678288ad6619e4c64a858b66a7fabcaf77ad78,6.8125,21.183793103448277,27.996293103448277,62,109,2.0961538461538463,91.4474537037037,0,1735.7701724137933,0
0xb42573ddb86b68429c8f791ed0f2b79d2ca95588,271.23114754098367,1220.837142857143,1492.0682903981265,53,75,1.4705882352941178,566.0079398148148,1,79079.6193911007,0
0x3b2536bd72a2f890bfc9c73e7bc298b97d84630b,3.930769230769231,3.7439999999999998,7.674769230769231,15,18,1.8,543.0267708333333,0,115.12153846153846,0
0xdc54d939ac865de66b3e0d1742b67f6813eec33a,12.04875,26.43875,38.4875,7,24,2.6666666666666665,59.19841435185185,0,269.41249999999997,0
0x804604f55fe79ad0237696465c57d3de997c14c1,14.877142857142859,66.16222222222223,81.03936507936508,31,44,1.1891891891891893,183.91075231481483,1,2512.220317460318,0
0x644bf2c24623e5c14ec611183a8124e348667d8c,25.33892857142857,20.38082191780822,45.71975048923679,83,185,1.5416666666666667,270.8048148148148,1,3794.7392906066534,0
0xebcd250474c27cbad3c56f3f34e08f97b370ac2d,74.8488125,99.48205882352941,174.3308713235294,97,228,1.509933774834437,434.2803125,1,16910.094518382353,0
0xdac28927792b3bb1a7a956fbfb19bce720f1c014,13.63607843137255,14.363529411764706,27.999607843137255,32,102,1.8545454545454545,551.3131712962963,0,895.9874509803922,0
0x982a1fde980e291e921fad931f2ae73d33d246ae,97.093661971831,106.55212121212122,203.64578318395223,46,137,1.9295774647887325,501.3191087962963,1,9367.706026461803,0
0x020a4d7781ec3846bb7ed2dec108319c6bcce2fe,3.6685947712418296,32.575675675675676,36.244270446917504,281,343,2.170886075949367,24.698703703703703,1,10184.639995583819,0
0x44c0909048dbd5504a5395cbaf286fee51a30162,30.37848484848485,37.77903225806451,68.15751710654936,32,64,1.2307692307692308,488.03480324074076,1,2181.0405474095796,0
0x6f62b316f561877828d432d6121a0e03d6d410c2,44.176783216783214,90.60691176470588,134.7836949814891,94,211,1.5179856115107915,301.9280092592593,1,12669.667328259977,0
0x0dfbd870746f6e2faf5ab891104a19a85f034ec5,20.794444444444444,35.8778947368421,56.672339181286546,31,64,1.6842105263157894,133.11822916666668,0,1756.8425146198829,0
0xe20f0928244bd2402955b920316d5390b0875735,66.57339449541284,133.96840707964603,200.54180157505886,96,331,1.4646017699115044,594.0939930555555,1,19252.012951205652,0
0xca72c93172ba6eff168e59e7f17c3c7a8fea9b62,10.3,2.4114519906323184,12.71145199063232,16,445,2.202970297029703,296.6549884259259,0,203.3832318501171,0
0xdd33231cea9028ca77fda446349e01c9a7b1c80d,96.96787234042553,129.34666666666666,226.3145390070922,41,83,1.8043478260869565,253.42214120370372,0,9278.896099290781,0
0x87ef6f57abb96e48594fe496ac4a428db9cb4e0a,269.21863636363634,305.3374358974359,574.5560722610722,31,83,2.1842105263157894,570.2515625,0,17811.23824009324,0
0x21408e4478f84a8e891758bde30bc1d421d3f33a,111.722625,226.95011111111114,338.67273611111113,67,250,2.577319587628866,393.15541666666667,0,22691.073319444447,0
0xb02a2e83b9231bfc92d2d66c4ebbdbca8c540443,191.31540540540541,169.29500000000002,360.61040540540546,9,79,2.257142857142857,264.3749074074074,0,3245.493648648649,0
0xca7a6a53d5576102765a0281c723f863d881dc96,20.702753623188407,58.90851851851852,79.61127214170693,47,96,1.8113207547169812,436.13971064814814,0,3741.7297906602257,0
0x09a4e26d69821edeffa5eb29f134d0d8cad8efc4,21.47387640449438,27.912137931034483,49.38601433552886,73,323,1.7747252747252746,453.001712962963,0,3605.179046493607,0
0xa03d81c3e58fd0ed973f7b2f73f0e26bdfd0f143,11.401288659793813,19.01473282442748,30.416021484221293,84,325,1.7195767195767195,438.7647685185185,1,2554.9458046745885,0
0xb1df60c87adee85d03fb6a726b875cf42ad6720d,1399.9603703703704,2224.3429411764705,3624.3033115468406,18,44,2.0,393.02810185185183,0,65237.459607843135,0
0x0fffb991d908a901969d2d77e001645186eb9f6c,16.65,11.926666666666668,28.576666666666668,9,11,1.8333333333333333,426.2749421296296,0,257.19,0
0xf68cfca66ba00687f1a0ee4ea07758c7926c0c4e,178.18319727891156,222.4581818181818,400.64137909709336,71,268,2.0,588.4791435185185,0,28445.53791589363,0
0xf46fddbf1355b6678748d9fd5ec909258dcd7720,28.76404255319149,37.105384615384615,65.86942716857611,23,86,2.324324324324324,189.46865740740742,0,1514.9968248772504,0
0xc336e87b8db92e7f95e4cec75c909e4545e35069,39.422000000000004,89.03142857142858,128.4534285714286,18,22,1.2222222222222223,106.77332175925926,1,2312.1617142857144,0
0x2e2f379919a0b352bdabb3c25e86fc60af81e9db,6.220714285714285,24.822916666666668,31.04363095238095,64,108,1.2705882352941176,266.86015046296296,1,1986.7923809523809,0
0x3330d08035c205ebb7d782566179c8dc0ded22b2,265.0711764705882,299.70875,564.7799264705882,8,33,1.5,73.98210648148148,0,4518.239411764705,0
0xe4ad997a64e3f2f1cce1983b377b8440ed5b8109,156.34,174.91555555555556,331.2555555555556,7,19,2.375,80.7321875,0,2318.7888888888892,0
0x813e08ae6df34d19c69a1c52dcbaa5730e973e9e,193.87763636363638,236.52297872340426,430.40061508704065,41,102,1.59375,589.1016435185185,0,17646.425218568667,0
0x7cc303fa514cd156933b162471135bdedbffd8c8,33.684666666666665,39.73615384615385,73.42082051282051,9,28,2.5454545454545454,14.369861111111112,0,660.7873846153846,0
0x6165f370c05312bfc455037f9f96018d878e64f8,4.28090909090909,17.766923076923078,22.04783216783217,19,35,1.8421052631578947,82.72856481481482,0,418.9088111888112,0
0x7ea9b8ba0d889ba42458f657ed27244ad593dfe7,514.7796761133603,902.6795714285713,1417.4592475419317,108,387,1.8,547.1016782407407,1,153085.59873452864,0
0x87d88fa9c6882cb6bd4c65f5e0766ed48ca9c8ac,1.6300000000000001,2.0414285714285714,3.6714285714285717,9,12,1.3333333333333333,229.5758101851852,0,33.042857142857144,0
0x1171697a3f96a3790e6c265fd1d9f0c601f08f79,89.87736842105264,129.911875,219.78924342105265,44,105,2.1,577.3164236111111,0,9670.726710526316,0
0x064a3204d39c7dd8d85bee2c35ad0ea5ea5e9d7a,4.648888888888888,9.873999999999999,14.522888888888886,12,14,1.2727272727272727,82.44305555555556,0,174.27466666666663,0
0x14b81a1b2511162878eb99a32549459793819b9b,55.432838427947594,140.6213829787234,196.054221406671,66,323,1.6735751295336787,588.0662384259259,0,12939.578612840285,0
0x98cd36875331bab6af1d99fddc6f41d32f9f7f23,2.168888888888889,18.529230769230768,20.69811965811966,34,58,1.3181818181818181,392.05765046296295,1,703.7360683760684,0
0xbdef6a773653c2364372ea16d62882bdb4a9feb4,21.074709677419353,13.322304687499999,34.39701436491935,41,411,3.0902255639097747,226.668125,0,1410.2775889616933,0
0xfe4841a4615b8132e6e116a033ca39333c63d121,387.9766265060241,648.4497560975609,1036.426382603585,40,124,1.7222222222222223,593.7422569444444,0,41457.055304143396,0
0x6854fffa71a4ae49df700d087d377a297c595386,65.64211940298507,137.0575,202.6996194029851,108,491,1.6815068493150684,583.6164120370371,1,21891.55889552239,0
0x9b5f74c8c979f3f34fc1af43242fdf1683070d0d,84.98619047619047,83.84860465116279,168.83479512735326,37,85,2.073170731707317,393.7797800925926,0,6246.88741971207,0
0xe22373cd211161bb4432f5cdb1250aab337f4069,354.87622023809524,1408.5985714285714,1763.4747916666665,382,441,1.4225806451612903,390.571099537037,0,673647.3704166666,0
0x168f87fbfe36b84e44b9d06278b2aa1cc73d7400,96.50255813953488,138.30878205128207,234.81134019081696,112,370,1.6299559471365639,595.0803009259259,1,26298.8701013715,0
0x98e49d29b994bec8e89b716f3b389775d1476c18,113.86416666666666,1654.9279999999999,1768.7921666666666,17,29,1.0740740740740742,30.630092592592593,0,30069.466833333332,0
0xaf870161cee20b9b04ae4aeee5b623dc56d26e17,1.9584615384615383,5.256739130434783,7.215200668896321,69,248,2.1379310344827585,338.0901851851852,1,497.8488461538461,0
0x5d4d36ced9a3096fb1916fc83675bc3785afc971,64.15,91.34204545454546,155.49204545454546,39,96,2.0,581.1193055555556,0,6064.189772727273,0
0x44444444145b711fbbdbc2f7bc82952d587b2f17,1.8719522776572668,23.38512195121951,25.257074228876778,251,497,1.5434782608695652,129.96775462962964,0,6339.525631448071,0
0x417a297901da1c838e7e2f364179884e9fbfd331,3.3593103448275863,6.696000000000001,10.055310344827587,11,44,2.588235294117647,159.1727199074074,0,110.60841379310347,0
0x415608bdc17f5b73c8e7f0e493ed50039d2ba13e,17.09333333333333,30.91222222222222,48.005555555555546,14,24,1.411764705882353,83.98357638888889,1,672.0777777777777,0
0x5acd4af6a8c3cd4235dc3bd39dea2d64a5cfff9a,8.588098591549295,20.258360655737704,28.846459247287,63,202,1.8363636363636364,342.49837962962965,1,1817.3269325790811,0
0x70e983a8303f73cd7af87e91d528b7074dfade6e,206.04046875,336.71305555555557,542.7535243055556,41,100,1.5873015873015872,551.1738078703704,1,22252.89449652778,0
0x4681eb9c2d09b91b766a241f922e63649b04418e,5.369047619047619,16.710909090909094,22.07995670995671,15,32,1.5238095238095237,590.4025,0,331.19935064935066,0
0x97a161ebfa5778e802209584b370e315ae566768,123.844,219.42325581395352,343.2672558139535,49,118,1.7878787878787878,428.8206597222222,1,16820.095534883723,0
0x1ea5435a2b6e1e6c2b9f30903a02cfc104d24b3b,7.14625,9.328125,16.474375000000002,7,32,3.5555555555555554,13.921319444444444,0,115.320625,0
0x06040158f9dd01fb6cc71ad99ec854c1a5a69ee9,67.04715789473684,107.30492063492063,174.3520785296575,82,158,1.3859649122807018,590.4479166666666,1,14296.870439431914,0
0xd2c7c945b89ba0173264961460a596dd601cc631,37.01252631578947,87.51452380952381,124.52705012531328,51,137,2.044776119402985,367.0770949074074,1,6350.879556390977,0
0x3bc025302b76d86e6c7f966fe200d6aa2b4ef4ca,5.755681818181818,16.5174358974359,22.273117715617715,61,127,1.3368421052631578,336.9325,1,1358.6601806526805,0
0x275b353298c6381de9889ffa1f4135eaffbb9b27,19.257065217391304,34.677115384615384,53.93418060200669,52,144,1.8461538461538463,396.81086805555555,1,2804.577391304348,0
0x8c2f4d9fa70f9c12d28e6f4f33531e90a1d551f4,151.37539999999998,330.6352173913043,482.0106173913043,38,72,1.7142857142857142,212.77390046296296,1,18316.403460869566,0
0xa09ef243f7354c9ba405de0375813604755ae9f5,66.78568627450981,134.81692307692308,201.60260935143287,37,77,1.5714285714285714,493.3667013888889,1,7459.296546003016,0
0x4066bebc057efa6eb1bf780307e24a270abf99a5,47.33826347305389,76.62339805825243,123.96166153130633,91,270,1.8120805369127517,451.1102662037037,0,11280.511199348877,0
0xde5a83fdcd07800e5f165486c34edb1525d40e44,18.86841463414634,28.884642857142858,47.7530574912892,48,138,1.943661971830986,408.0118171296296,1,2292.1467595818813,0
0x6fbd9564fdd3eadcd877217fec68e0e885bb7716,6.360833333333333,13.474230769230768,19.8350641025641,38,74,1.6444444444444444,274.59304398148146,0,753.7324358974358,0
0xcc459846ff7587a972caeff28315c8d20390c4bd,6.173502538071066,10.799568345323742,16.973070883394808,104,336,1.9090909090909092,567.4813194444445,1,1765.19937187306,0
0xe71bf9d0e63fd3b82c96ed8bfdce4efff53bfdb7,195.9178947368421,223.05235294117645,418.97024767801855,22,36,1.894736842105263,267.4948611111111,0,9217.345448916409,0
0x6f8b3e110995daf3c3b48b10e106a7860f3ecaca,13.859736842105264,15.073658536585365,28.933395378690626,79,237,1.5192307692307692,592.2645949074074,1,2285.7382349165596,0
0x96661c1256c82495201c58549dca0a2b27fd507f,1.5183333333333333,2.1580000000000004,3.676333333333334,14,22,1.375,95.57055555555556,0,51.46866666666668,0
0x1810bb2face5711d20f0c5da104415b96adad122,41.64809523809524,44.07378378378378,85.72187902187902,30,79,1.880952380952381,392.8867476851852,0,2571.6563706563707,0
0xdfbaeef21396bf205d4b7d23345155489072cf9b,58.69968421052632,66.79208333333332,125.49176754385965,57,167,1.7765957446808511,292.64016203703704,0,7153.03075,0
0xe54e7bb107a888543e0692044c848c60b7df457a,378.58918918918914,463.5320689655172,842.1212581547063,27,66,1.9411764705882353,519.8772106481481,0,22737.27397017707,0
0x0e36949b039f4d1253e299cd75012979e504e562,141.81157894736842,264.25774193548386,406.06932088285225,36,88,1.872340425531915,419.7398263888889,1,14618.495551782682,0
0xe94aa5e19ebf80c95fd1d55702cfd30c6a1e2248,2.7625333333333333,5.203916666666667,7.96645,93,270,1.8243243243243243,573.2712268518519,1,740.87985,0
0xf09df5b66b7aed08d8313a783b09f57379b9517e,22.99777777777778,50.87153846153846,73.86931623931623,28,39,1.3928571428571428,370.9145833333333,1,2068.3408547008544,0
0x6bb275953d6297261386a8eac44db37e8f278ebf,54.15983739837398,94.69211267605633,148.8519500744303,85,582,2.3562753036437245,271.8420486111111,0,12652.415756326576,0
0x39b732a6959ea2f77f7186be2290b3390c07077a,78.65271523178808,132.6701098901099,211.32282512189798,89,242,1.7410071942446044,551.2511111111111,1,18807.73143584892,0
0x6fd76a04b40073b18d46ceb8a23da1359931afd0,4.850072463768116,11.460694444444446,16.310766908212564,77,209,1.3933333333333333,354.03130787037037,1,1255.9290519323674,0
